time,rain (mm),pressure_msl (hPa),surface_pressure (hPa),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²),sunshine_duration (s)
2023-01-01T00:00,3.70,1019.0,994.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-01T01:00,5.70,1018.1,993.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-01T02:00,8.70,1016.8,992.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-01T03:00,10.20,1016.2,991.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-01T04:00,2.60,1015.3,991.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-01T05:00,1.40,1015.0,990.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-01T06:00,0.80,1014.8,990.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-01T07:00,1.20,1014.7,990.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-01T08:00,1.40,1015.1,990.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-01T09:00,1.40,1015.0,990.8,3.0,0.0,3.0,0.0,93.2,6.5,0.0,6.5,0.0,201.8,0.00
2023-01-01T10:00,1.70,1014.3,990.1,14.0,0.0,14.0,0.0,298.3,18.2,0.0,18.2,0.0,387.1,0.00
2023-01-01T11:00,2.90,1014.3,990.1,26.0,0.0,26.0,0.0,458.8,29.5,0.0,29.5,0.0,521.0,0.00
2023-01-01T12:00,8.40,1013.8,989.6,17.0,0.0,17.0,0.0,563.0,17.9,0.0,17.9,0.0,594.4,0.00
2023-01-01T13:00,6.60,1014.2,990.0,15.0,0.0,15.0,0.0,604.0,15.0,0.0,15.0,0.0,602.4,0.00
2023-01-01T14:00,5.50,1014.4,990.1,18.0,0.0,18.0,0.0,578.8,16.9,0.0,16.9,0.0,544.4,0.00
2023-01-01T15:00,4.40,1014.2,989.9,13.0,0.0,13.0,0.0,489.3,11.3,0.0,11.3,0.0,424.3,0.00
2023-01-01T16:00,2.30,1014.5,990.2,13.0,0.0,13.0,0.0,341.4,9.5,0.0,9.5,0.0,250.3,0.00
2023-01-01T17:00,2.10,1015.1,990.8,7.0,0.0,7.0,0.0,145.3,1.7,0.0,1.7,0.0,34.3,0.00
2023-01-01T18:00,2.40,1016.0,991.6,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-01T19:00,1.50,1017.0,992.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-01T20:00,0.80,1018.2,993.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-01T21:00,1.10,1019.4,994.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-01T22:00,0.20,1020.2,995.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-01T23:00,0.40,1021.1,996.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-02T00:00,0.00,1022.1,997.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-02T01:00,0.00,1022.0,997.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-02T02:00,0.00,1022.5,997.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-02T03:00,0.10,1023.2,998.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-02T04:00,0.10,1024.1,999.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-02T05:00,0.20,1024.8,999.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-02T06:00,0.00,1025.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-02T07:00,0.00,1025.7,1000.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-02T08:00,0.00,1026.2,1001.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-02T09:00,0.00,1026.6,1001.5,39.0,21.0,18.0,194.2,93.3,84.4,45.5,39.0,318.5,201.9,1653.62
2023-01-02T10:00,0.00,1027.2,1002.3,162.0,107.0,55.0,506.9,298.6,210.3,138.9,71.4,506.9,387.6,3600.00
2023-01-02T11:00,0.00,1027.6,1002.8,294.0,223.0,71.0,686.4,459.6,334.0,253.3,80.7,686.4,522.1,3600.00
2023-01-02T12:00,0.00,1027.7,1003.0,384.0,312.0,72.0,782.0,564.4,405.5,329.5,76.0,782.0,596.1,3600.00
2023-01-02T13:00,0.00,1027.4,1002.8,374.0,293.0,81.0,684.1,605.9,373.2,292.4,80.8,684.1,604.6,3600.00
2023-01-02T14:00,0.00,1027.4,1002.8,333.0,250.0,83.0,608.4,581.2,313.4,235.3,78.1,608.4,547.0,3600.00
2023-01-02T15:00,0.00,1027.5,1002.9,291.0,216.0,75.0,620.9,492.1,252.7,187.6,65.1,620.9,427.3,3600.00
2023-01-02T16:00,0.00,1027.8,1003.1,188.0,131.0,57.0,537.8,344.6,138.4,96.4,42.0,537.8,253.6,3600.00
2023-01-02T17:00,0.10,1028.2,1003.5,69.0,41.0,28.0,322.5,148.7,17.5,10.4,7.1,119.4,37.7,2573.76
2023-01-02T18:00,0.00,1028.5,1003.7,1.0,0.0,1.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-02T19:00,0.00,1028.9,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-02T20:00,0.00,1029.2,1004.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-02T21:00,0.00,1029.9,1004.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-02T22:00,0.00,1030.2,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-02T23:00,0.00,1030.4,1005.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-03T00:00,0.00,1030.6,1005.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-03T01:00,0.00,1030.8,1005.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-03T02:00,0.00,1030.7,1005.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-03T03:00,0.00,1030.8,1005.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-03T04:00,0.00,1030.7,1005.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-03T05:00,0.00,1030.9,1005.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-03T06:00,0.00,1030.9,1005.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-03T07:00,0.00,1031.4,1005.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-03T08:00,0.00,1032.0,1006.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-03T09:00,0.00,1032.4,1007.0,42.0,24.0,18.0,221.8,93.4,90.9,52.0,39.0,363.7,202.2,1654.21
2023-01-03T10:00,0.00,1032.9,1007.8,175.0,127.0,48.0,600.7,299.1,227.3,164.9,62.3,600.7,388.4,3600.00
2023-01-03T11:00,0.00,1033.5,1008.6,289.0,222.0,67.0,681.8,460.6,328.4,252.2,76.1,681.8,523.3,3600.00
2023-01-03T12:00,0.00,1033.8,1008.9,284.0,156.0,128.0,389.9,565.9,300.0,164.8,135.2,389.9,597.9,3600.00
2023-01-03T13:00,0.00,1033.3,1008.5,327.0,211.0,116.0,491.0,608.0,326.4,210.6,115.8,491.0,606.9,3600.00
2023-01-03T14:00,0.00,1032.7,1008.0,354.0,249.0,105.0,603.4,583.8,333.4,234.5,98.9,603.4,549.8,3600.00
2023-01-03T15:00,0.00,1032.2,1007.5,307.0,225.0,82.0,642.9,495.1,266.9,195.6,71.3,642.9,430.4,3600.00
2023-01-03T16:00,0.00,1032.5,1007.8,196.0,123.0,73.0,500.2,347.9,144.8,90.9,53.9,500.2,257.0,3600.00
2023-01-03T17:00,0.00,1032.9,1008.1,63.0,23.0,40.0,179.1,152.2,17.1,6.2,10.8,71.6,41.3,2611.37
2023-01-03T18:00,0.00,1033.3,1008.4,1.0,0.0,1.0,0.0,10.6,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-03T19:00,0.00,1033.7,1008.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-03T20:00,0.00,1033.8,1008.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-03T21:00,0.00,1034.3,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-03T22:00,0.00,1034.4,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-03T23:00,0.00,1034.7,1009.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-04T00:00,0.00,1035.0,1009.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-04T01:00,0.00,1034.7,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-04T02:00,0.00,1034.4,1008.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-04T03:00,0.00,1034.5,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-04T04:00,0.00,1034.6,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-04T05:00,0.00,1034.5,1008.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-04T06:00,0.00,1034.0,1008.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-04T07:00,0.00,1034.3,1008.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-04T08:00,0.00,1034.7,1009.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-04T09:00,0.00,1035.1,1009.7,40.0,22.0,18.0,203.0,93.5,86.6,47.6,39.0,332.7,202.5,1657.15
2023-01-04T10:00,0.00,1035.6,1010.5,169.0,119.0,50.0,561.7,299.7,219.5,154.6,64.9,561.7,389.2,3600.00
2023-01-04T11:00,0.00,1035.6,1010.7,295.0,234.0,61.0,716.9,461.7,335.3,265.9,69.3,716.9,524.7,3600.00
2023-01-04T12:00,0.00,1035.4,1010.6,380.0,312.0,68.0,777.5,567.6,401.6,329.7,71.9,777.5,599.8,3600.00
2023-01-04T13:00,0.00,1034.7,1010.0,417.0,348.0,69.0,806.8,610.2,416.4,347.5,68.9,806.8,609.4,3600.00
2023-01-04T14:00,0.00,1034.0,1009.4,400.0,335.0,65.0,808.0,586.5,376.9,315.7,61.3,808.0,552.7,3600.00
2023-01-04T15:00,0.00,1033.6,1009.0,312.0,238.0,74.0,675.7,498.2,271.6,207.2,64.4,675.7,433.8,3600.00
2023-01-04T16:00,0.00,1033.6,1009.0,196.0,133.0,63.0,535.5,351.3,145.4,98.6,46.7,535.5,260.6,3600.00
2023-01-04T17:00,0.00,1033.5,1008.8,70.0,38.0,32.0,293.0,155.8,20.2,11.0,9.2,125.8,44.9,2688.98
2023-01-04T18:00,0.00,1033.6,1008.8,1.0,0.0,1.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-04T19:00,0.00,1033.7,1008.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-04T20:00,0.00,1033.5,1008.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-04T21:00,0.00,1033.4,1008.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-04T22:00,0.00,1033.2,1007.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-04T23:00,0.00,1033.0,1007.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-05T00:00,0.00,1032.6,1007.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-05T01:00,0.00,1032.1,1006.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-05T02:00,0.00,1031.5,1006.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-05T03:00,0.00,1031.2,1005.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-05T04:00,0.00,1030.8,1005.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-05T05:00,0.00,1030.6,1005.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-05T06:00,0.00,1030.4,1004.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-05T07:00,0.00,1030.6,1005.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-05T08:00,0.00,1030.7,1005.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-05T09:00,0.00,1030.8,1005.5,40.0,21.0,19.0,193.5,93.8,86.6,45.5,41.1,316.7,203.1,1662.45
2023-01-05T10:00,0.00,1030.9,1005.8,164.0,106.0,58.0,499.1,300.5,213.0,137.7,75.3,499.1,390.3,3600.00
2023-01-05T11:00,0.00,1030.8,1006.0,295.0,226.0,69.0,690.4,463.0,335.3,256.9,78.4,690.4,526.3,3600.00
2023-01-05T12:00,0.00,1030.0,1005.3,389.0,322.0,67.0,799.8,569.5,411.2,340.4,70.8,799.8,602.0,3600.00
2023-01-05T13:00,0.00,1029.1,1004.5,430.0,363.0,67.0,838.2,612.6,429.6,362.7,66.9,838.2,612.0,3600.00
2023-01-05T14:00,0.00,1028.4,1003.9,412.0,347.0,65.0,832.8,589.4,388.5,327.2,61.3,832.8,555.8,3600.00
2023-01-05T15:00,0.00,1027.9,1003.4,340.0,278.0,62.0,784.1,501.5,296.4,242.4,54.1,784.1,437.2,3600.00
2023-01-05T16:00,0.00,1027.7,1003.1,223.0,171.0,52.0,681.6,354.9,166.0,127.3,38.7,681.6,264.3,3600.00
2023-01-05T17:00,0.00,1027.5,1002.9,82.0,53.0,29.0,404.3,159.5,25.0,16.2,8.9,185.7,48.7,2749.61
2023-01-05T18:00,0.00,1027.5,1002.8,2.0,0.0,2.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-05T19:00,0.00,1027.6,1002.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-05T20:00,0.00,1028.1,1002.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-05T21:00,0.00,1028.5,1003.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-05T22:00,0.00,1028.3,1002.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-05T23:00,0.00,1028.0,1002.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-06T00:00,0.00,1027.8,1002.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-06T01:00,0.00,1027.3,1001.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-06T02:00,0.00,1027.0,1001.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-06T03:00,0.00,1027.0,1001.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-06T04:00,0.00,1026.8,1001.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-06T05:00,0.00,1026.3,1001.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-06T06:00,0.00,1025.8,1000.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-06T07:00,0.00,1026.2,1001.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-06T08:00,0.00,1026.5,1001.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-06T09:00,0.00,1026.6,1001.5,38.0,16.0,22.0,147.1,94.1,82.2,34.6,47.6,240.4,203.8,1211.77
2023-01-06T10:00,0.00,1026.9,1001.9,154.0,82.0,72.0,384.9,301.4,200.0,106.5,93.5,384.9,391.5,3600.00
2023-01-06T11:00,0.00,1027.1,1002.3,255.0,144.0,111.0,438.5,464.5,289.9,163.7,126.2,438.5,528.1,3600.00
2023-01-06T12:00,0.00,1026.9,1002.2,314.0,190.0,124.0,470.3,571.5,332.0,200.9,131.1,470.3,604.2,3600.00
2023-01-06T13:00,0.00,1026.0,1001.3,245.0,81.0,164.0,186.3,615.2,244.9,81.0,163.9,186.3,614.8,3600.00
2023-01-06T14:00,0.00,1024.9,1000.3,272.0,94.0,178.0,224.4,592.5,256.7,88.7,168.0,224.4,559.1,3600.00
2023-01-06T15:00,0.00,1024.4,999.8,229.0,101.0,128.0,282.9,505.0,199.9,88.2,111.7,282.9,440.8,3600.00
2023-01-06T16:00,0.00,1024.0,999.4,139.0,42.0,97.0,165.7,358.6,103.9,31.4,72.5,165.7,268.1,3169.90
2023-01-06T17:00,0.20,1023.9,999.3,23.0,0.0,23.0,0.0,163.4,7.4,0.0,7.4,0.0,52.6,0.00
2023-01-06T18:00,0.20,1023.9,999.1,1.0,0.0,1.0,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-06T19:00,0.10,1023.7,998.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-06T20:00,0.10,1023.7,998.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-06T21:00,0.10,1023.6,998.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-06T22:00,0.00,1023.2,998.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-06T23:00,0.40,1022.7,998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-07T00:00,0.00,1021.9,997.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-07T01:00,0.00,1021.5,996.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-07T02:00,0.00,1020.3,995.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-07T03:00,1.20,1020.1,995.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-07T04:00,2.10,1018.8,994.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-07T05:00,3.30,1017.4,993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-07T06:00,5.30,1017.4,993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-07T07:00,10.90,1017.2,992.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-07T08:00,6.20,1017.3,992.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-07T09:00,12.00,1017.1,992.7,5.0,1.0,4.0,9.2,94.6,10.8,2.2,8.7,15.0,204.6,0.00
2023-01-07T10:00,5.10,1017.6,993.3,17.0,0.0,17.0,0.0,302.5,22.1,0.0,22.1,0.0,392.8,0.00
2023-01-07T11:00,2.70,1017.6,993.3,26.0,0.0,26.0,0.0,466.1,29.6,0.0,29.6,0.0,529.9,0.00
2023-01-07T12:00,5.00,1017.4,993.1,32.0,1.0,31.0,2.5,573.7,33.8,1.1,32.8,2.5,606.7,0.00
2023-01-07T13:00,2.00,1016.9,992.6,29.0,0.0,29.0,0.0,617.9,29.0,0.0,29.0,0.0,617.8,0.00
2023-01-07T14:00,0.90,1016.5,992.2,21.0,0.0,21.0,0.0,595.6,19.8,0.0,19.8,0.0,562.5,0.00
2023-01-07T15:00,0.50,1016.3,992.0,45.0,0.0,45.0,0.0,508.5,39.3,0.0,39.3,0.0,444.5,0.00
2023-01-07T16:00,2.00,1016.7,992.4,21.0,0.0,21.0,0.0,362.5,15.8,0.0,15.8,0.0,272.0,0.00
2023-01-07T17:00,1.20,1016.9,992.5,5.0,0.0,5.0,0.0,167.4,1.7,0.0,1.7,0.0,56.7,0.00
2023-01-07T18:00,0.60,1017.2,992.8,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-07T19:00,0.50,1017.5,993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-07T20:00,0.30,1018.4,993.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-07T21:00,0.40,1018.2,993.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-07T22:00,0.40,1017.8,993.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-07T23:00,1.10,1017.8,993.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-08T00:00,2.30,1017.3,992.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-08T01:00,2.60,1016.5,992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-08T02:00,2.90,1015.5,991.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-08T03:00,4.10,1014.9,990.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-08T04:00,3.90,1013.7,989.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-08T05:00,5.40,1012.3,988.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-08T06:00,4.50,1011.2,987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-08T07:00,5.40,1011.4,987.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-08T08:00,3.00,1011.8,987.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-08T09:00,0.80,1012.7,988.6,11.0,1.0,10.0,9.1,95.1,23.8,2.2,21.6,14.9,205.6,0.00
2023-01-08T10:00,0.40,1014.2,990.0,57.0,2.0,55.0,9.3,303.7,74.0,2.6,71.4,9.3,394.3,0.00
2023-01-08T11:00,0.30,1015.3,991.1,126.0,53.0,73.0,160.2,467.9,143.3,60.3,83.0,160.2,532.0,3006.81
2023-01-08T12:00,0.10,1015.4,991.2,120.0,26.0,94.0,63.8,576.0,126.9,27.5,99.4,63.8,609.3,115.46
2023-01-08T13:00,0.10,1014.8,990.6,51.0,0.0,51.0,0.0,620.7,51.0,0.0,51.0,0.0,620.9,0.00
2023-01-08T14:00,0.80,1014.9,990.7,75.0,3.0,72.0,7.1,598.9,70.9,2.8,68.0,7.1,566.0,0.00
2023-01-08T15:00,0.20,1015.1,990.8,40.0,0.0,40.0,0.0,512.2,35.0,0.0,35.0,0.0,448.4,0.00
2023-01-08T16:00,0.20,1015.7,991.4,25.0,0.0,25.0,0.0,366.5,18.8,0.0,18.8,0.0,276.1,0.00
2023-01-08T17:00,0.10,1016.5,992.2,14.0,0.0,14.0,0.0,171.5,5.0,0.0,5.0,0.0,60.8,0.00
2023-01-08T18:00,0.10,1017.3,992.9,1.0,0.0,1.0,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-08T19:00,0.10,1018.2,993.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-08T20:00,0.00,1018.9,994.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-08T21:00,0.00,1020.0,995.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-08T22:00,0.00,1021.0,996.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-08T23:00,0.00,1021.6,996.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-09T00:00,0.00,1021.4,996.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-09T01:00,0.00,1021.6,996.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-09T02:00,0.00,1022.0,997.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-09T03:00,0.00,1022.9,998.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-09T04:00,0.00,1023.4,998.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-09T05:00,0.00,1023.8,998.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-09T06:00,0.00,1024.2,999.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2023-01-09T07:00,0.00,1025.1,1000.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
